"Program Name","Address","Phone","Accreditation Status","Email","lon","lat"
" LifeLong Medical Care Program","William Jenkins Health Center LifeLong Medical Care Richmond, CA 94801
","(510) 981-3262
","Continued Accreditation without Outcomes","FMResidency@lifelongmedical.org",-122.3595243,37.9335333
" Lincoln Medical Education Partnership Program","Lincoln Medical Education Partnership Lincoln Family Medicine Program 4600 Valley Road, Suite 210
Lincoln, NE 68510
","(402) 483-4591
","Continued Accreditation","scerny@lmep.com",-96.6559226,40.8039355
" Loma Linda University Health Education Consortium Program","1200 California Street
Suite 240
Redlands, CA 92374
","(909) 558-6688
","Continued Accreditation","fm_residency@llu.edu",-117.2254776,34.0687052
" Loma Linda University Medical Center - Murrieta Program","28062 Baxter Road
Murrieta, CA 92563
","(951) 290-4114
","Initial Accreditation","mmelendez@llu.edu",-117.1698557,33.6147303
" Long Beach Memorial Medical Center Program","Long Beach Memorial Family Medicine Residency
450 East Spring Street Suite 1
Long Beach, CA 90806 ","(562) 933-0050
","Continued Accreditation","kambrose@memorialcare.org",-118.1874202,33.8095071
" Los Angeles County-Harbor-UCLA Medical Center Program","Los Angeles County-Harbor-UCLA Medical Center
Department of Family Medicine 1403 W Lomita Boulevard, Suite 102 Harbor City, CA 90710
","(310) 534-6221
","Continued Accreditation","Harborfmrp@gmail.com",-118.3016584,33.7980384
" Louisiana State University (Bogalusa) Program","Louisiana State University (Bogalusa) Program
420 Avenue F
Bogalusa, LA 70427
","(985) 735-6735
","Continued Accreditation","spieno@lsuhsc.edu",-89.8699856,30.7787827
" Louisiana State University (Kenner) Program","LSUHSC
Department of Family Medicine
200 West Esplanade Avenue, Suite 409
Kenner, LA 70065
","(504) 471-2757
","Continued Accreditation","eburro@lsuhsc.edu",-90.2708232,30.0246002
" Louisiana State University (Lake Charles) Program","LSUHSC Family Medicine Residency Program at LCMH
1525 Oak Park Boulevard Lake Charles, LA 70601 ","(337) 494-2023
","Continued Accreditation","sfreeman@lcmh.com",-93.1992299,30.2036596
" Louisiana State University (Shreveport) Program","LSU Health Sciences Center-Shreveport
P.O. Box 33932 1501 Kings Highway
Shreveport, LA 71130
","(318) 675-8695
","Continued Accreditation","ShvFamMedRes@lsuhsc.edu",-93.760668,32.480598
" Louisiana State University (Shreveport) Rural Program","LSU Health Sciences Center - Shreveport PO Box 33932
1501 Kings Highway
Shreveport, LA 71130
","(318) 675-8695
","Continued Accreditation","ShvFamMedRes@lsuhsc.edu",-93.760668,32.480598
" Louisiana State University (Shreveport)/Monroe Program","Ochsner LSU Health Shreveport Monroe Medical Center
4864 Jackson Street
PO Box 1881
Monroe, LA 71210
","(318) 330-7650
","Continued Accreditation","teri.oneal@lsuhs.edu",-92.105542,32.450962
" Louisiana State University (Shreveport)/Rapides Regional Medical Center Program","LSUHSC-S Family Med Res in Alexandria 301 Fourth Street, Box 30113
Alexandria, LA 71301
","(318) 441-1041
","Continued Accreditation","Katheryn.Burnaman@lsuhs.edu",-93.760668,32.480598
" Loyola Medicine MacNeal Hospital Program","MacNeal Family Medicine Center 3231 South Euclid Avenue
5th floor
Berwyn, IL 60402
","(708) 783-6586
","Continued Accreditation","Davis.Yang001@lumc.edu",-87.7912008,41.832894
" LSU Health
Sciences Center/University Hospital and Clinics (Lafayette) Program","University Hospital and Clinics 2390 West Congress Street Lafayette, LA 70506
","(337) 261-6010","Continued Accreditation",NA,-92.0462472,30.2171155
" Madigan Army Medical Center Program","Madigan Army Medical Center Department of Family Medicine MCHJ-CLF
Tacoma, WA 98431
","(253) 968-1335
","Continued Accreditation","jeffrey.h.burket.mil@mail.mil",-122.55207,47.1097586
" Main Line Health System/Bryn Mawr Hospital Program","Bryn Mawr Hospital
130 S Bryn Mawr Avenue 4th Floor  C wing
Bryn Mawr, PA 19010 ","(610) 325-1390
","Continued Accreditation","Bouikidisch@mlhs.org",-75.3214084,40.0190491
" Main Line Health System/Lankenau Medical Center Program","Main Line Health System/Lankenau Medical Center
301 City Avenue
Suite 100
Bala Cynwyd, PA 19004 ","(610) 771-0260
","Initial Accreditation with Warning","PhamK@mlhs.org",-75.2182147,40.0056791
" Maine Medical Center Program","Maine Medical Center 22 Bramhall Street
Portland, ME 04102
","(207) 662-2876
","Continued Accreditation","mcatec@mmc.org",-70.2760544,43.6530598
" Maine-Dartmouth Family Medicine Program","Maine-Dartmouth Family Medicine Residency 15 E. Chestnut Street
Augusta, ME 04330
","(207) 626-1897
","Continued Accreditation","Raj.Woolever@mainegeneral.org",-69.7677702,44.3135446
" Manatee Memorial Hospital Program","206 2nd Street East Bradenton, FL 34208
","(941) 745-7286
","Continued Accreditation","scott.clulow@mymaxdoc.com",-82.5621778,27.4972631
" Marian Regional Medical Center Program","Marian Family Medicine Residency 1400 E. Church Street
Building 8
Santa Maria, CA 93456-5549 ","(805) 739-3376
","Continued Accreditation","Willard.Chung@DignityHealth.org",-120.4131772,34.9509261
" Marshall Community Health Consortium Program","100 Jackson Pike
Gallipolis, OH 45631
","(740) 446-5734
","Continued Accreditation","cmarazon@holzer.org",-82.2372774,38.8463453
" Marshall University School of Medicine Program","Marshall University School of Medicine Dept of Family and Community Health 1600 Medical Center Dr, Suite 1500
Huntington, WV 25701
","(304) 691-1165
","Continued Accreditation","jhulett@marshall.edu",-82.4268836,38.4090996
" Martin Army Community Hospital Program","Martin Army Community Hospital MEDDAC (ATTN: Family Medicine Residency)
6600 Van Aalst Blvd Fort Benning, GA 31905 ","(762) 408-2655
","Continued Accreditation","tonia.m.wilson2.civ@mail.mil",-84.9339995,32.3774995
" Mayo Clinic College of Medicine and Science (Eau Claire) Program","1400 Bellinger Street
PO Box 1510
Eau Claire, WI 54702-1510 ","(715) 464-6351
","Continued Accreditation","familymedeauclaire@mayo.edu",-91.5119611,44.8128133
" Mayo Clinic College of Medicine and Science (Jacksonville) Program","Mayo School of Graduate Medical Education 4500 San Pablo Rd
Jacksonville, FL 32224
","(904) 953-2481
","Continued Accreditation","kohnke.emily@mayo.edu",-81.4414608,30.2627916
" Mayo Clinic College of Medicine and Science (La Crosse) Program","La Crosse-Mayo Family Medicine Residency 815 10th Street South
La Crosse, WI 54601 ","(608) 392-9775
","Continued Accreditation","merfeld.john@mayo.edu",-91.2417889,43.8037397
" Mayo Clinic College of Medicine and Science (Rochester) Program","Mayo Clinic School of Graduate Medical Education
Department of Family Medicine 200 First Street SW
Rochester, MN 55905
","(507) 266-0251
","Continued Accreditation","Meunier.Matthew@mayo.edu",-92.4668056,44.0223789
" McGaw Medical Center of Northwestern University (Delnor) Program","298 Randall Road
Geneva, IL 60134-4200
","(630) 938-3319
","Continued Accreditation without Outcomes","Natalie.Choi@northwestern.edu",-88.3411046,41.8869864
" McGaw Medical Center of Northwestern University (Lake Forest) Program","1475 E. Belvidere Rd. Suite 385
Grayslake, IL 60030
","(312) 503-1275
","Continued Accreditation","dclements@northwestern.edu",-88.0112182,42.3374489
" McGaw Medical Center of Northwestern University/Erie-Humboldt Park Program","McGaw Medical Center of Northwestern University
Erie Family Health Center 2750 W. North Avenue Chicago, IL 60647
","(312) 432-2764
","Continued Accreditation","santina.wheat@northwestern.edu",-87.6967781,41.9105276
" McKay-Dee Hospital Center Program","McKay-Dee Family Practice Center 4403 Harrison Boulevard, Suite A-700 Ogden, UT 84403
","(801) 387-5324
","Continued Accreditation","mk.residency@imail.org",-111.9536786,41.18337
" McLaren Health Care Corporation Program","416 Connable Ave
Petoskey, MI 49770
","(810) 342-5602
","Initial Accreditation","northerngme@mclaren.org",-84.9700441,45.3740555
" McLaren Health Care/Bay/MSU Program","1900 Columbus Ave. Bay City, MI 48708 ","(989) 894-3950
","Initial Accreditation","michelle.scharnott@mclaren.org",-83.8681815,43.5887118
" McLaren Health Care/Flint/MSU Program","McLaren Flint
Family Medicine Education 401 S Ballenger Highway Flint, MI 48532
","(810) 342-5602","Continued Accreditation",NA,-83.7325605,43.014128
" McLaren Health Care/Greater Lansing/MSU Program","401 W. Greenlawn
Lansing, MI 48910
","(517) 290-6765
","Continued Accreditation","angela.resseguie@mclaren.org",-84.5551416,42.703705
" McLaren Health Care/Macomb/MSU Program","1000 Harrington Blvd Mt. Clemens, MI 48043 ","(586) 493-8172
","Continued Accreditation","richard.chalmers@mclaren.org",-82.8972013,42.5872771
" McLaren Health Care/Oakland/MSU Program","50 North Perry St. Pontiac, MI 48342
","(248) 338-5260
","Continued Accreditation","alexia.allen1@mclaren.org",-83.2908175,42.6385262
" McLaren Health Care/St. Luke's Program","McLaren St Luke's Family Medicine Center 7045 Light House Way
Perrysburg, OH 43551
","(419) 873-6836
","Continued Accreditation","chris.zona@stlukeshospital.com",-83.6406555,41.517807
" McLeod Regional Medical Center (Rural) Program","555 East Cheves St Florence, SC 29506
","(843) 777-2809
","Initial Accreditation","bsmith01@mcleodhealth.org",-79.7592502,34.197025
" McLeod Regional Medical Center Program","Mc Leod Family Medicine Center 555 East Cheves Street Florence, SC 29506
","(843) 777-2812
","Continued Accreditation","bsmith01@mcleodhealth.org",-79.7591656,34.1970564
" Meadville Medical Center Program","751 Liberty Street
Meadville, PA 16335
","(814) 333-5461
","Initial Accreditation with Warning","knetkowicz@mmchs.org",-80.1460244,41.641457
" Medical College of Georgia Program","AU-Medical College of Georgia Department of Family Medicine 1120 15th Street, HB3020 Augusta, GA 30912-3500
","(706) 721-4588
","Continued Accreditation","residency@augusta.edu",-81.9878974,33.4713492
" Medical College of Georgia/Satilla MCG Rural Program","Augusta University/Medical College of Georgia
Department of Family Medicine 1120 15th Street
Augusta, GA 30912-3500
","(706) 721-4588
","Continued Accreditation","residency@augusta.edu",-81.9899149,33.4706237
" Medical College of Wisconsin Affiliated Hospitals (Columbia-St Mary's) Program","Columbia St. Mary's Family Medicine Residency
1121 East North Avenue Milwaukee, WI 53212
","(414) 267-6502
","Continued Accreditation","cgarrison@mcw.edu",-87.8971206,43.0597523
" Medical College of Wisconsin Affiliated Hospitals (Fox Valley) Program","Fox Valley Family Medicine Residency 229 S Morrison Street
Appleton, WI 54911
","(920) 832-2783
","Continued Accreditation","elizabeth.menzel@mosaicfamilyhealth.org",-88.404639,44.260113
" Medical College of Wisconsin Affiliated Hospitals (Froedtert Menomonee Falls Hospital) Program","W180 N8000 Town Hall Rd Menomonee Falls, WI 53051 ","(360) 528-1630
","Continued Accreditation","jdomagalski@mcw.edu",-88.1322067,43.1635316
" Medical College of Wisconsin Affiliated Hospitals (Wheaton Franciscan Healthcare- All Saints) Program","Wheaton Franciscan Healthcare-All Saints Family Medicine
2400 W Villard Avenue Milwaukee, WI 53209
","(414) 527-8819
","Continued Accreditation","jdelahaut@mcw.edu",-87.9416754,43.1127323
" Medical College of Wisconsin Affiliated Hospitals, Inc Program","2906 S. 20th Street Milwaukee, WI 53215
","(414) 267-6502
","Initial Accreditation","shofmeister@mcw.edu",-87.9361228,42.9920247
" Medical University of South Carolina College of Medicine Program","135 Cannon Street, MSC 192
Suite 405
Charleston, SC 29425
","(843) 876-7083","Initial Accreditation",NA,-79.9495073,32.787507
" MedStar
Health/Franklin Square Program","MedStar Franklin Square Medical Center 9101 Franklin Square Drive, Suite 300
Baltimore, MD 21237-3936
","(443) 777-6549","Continued Accreditation",NA,-76.478264,39.3514807
" MedStar
Health/Georgetown-Washington Hospital Center Program","MMG Family Medicine at Fort Lincoln 4151 Bladensburg Road
Colmar Manor, MD 20722 ","(301) 699-7707
","Continued Accreditation","april.b.wallace@medstar.net",-76.946099,38.9364368
" Meharry Medical College Program","Meharry Medical College
Department of Family and Community Medicine
1005 Dr. D. B. Todd, Jr., Blvd. Nashville, TN 37208
","(165) 327-6168
","Continued Accreditation","familymed@mmc.edu",-86.8058797,36.1668138
" Memorial Health System Program","401 Matthew Street
Marietta, OH 45750
","(937) 423-1162
","Continued Accreditation without Outcomes","tcinalli@mhsystem.org",-81.464544,39.430606
" Memorial Hermann Health System Program","Memorial Hermann Health System 14023 Southwest Freeway
Sugar Land, TX 77478-3550 ","(281) 325-4260
","Continued Accreditation","memfpadmit@memorialhermann.org",-95.602515,29.618704
" Memorial Hospital at Gulfport Program","4500 13th Street
Gulfport, MS 39502
","(228) 896-4417
","Initial Accreditation","gholmes@mhg.com",-89.1153422,30.367259
" Memorial Hospital of South Bend Program","Memorial Hospital of South Bend 714 North Michigan Street
South Bend, IN 46601 ","(574) 647-7997
","Continued Accreditation","familymedicine@beaconhealthsystem.org",-86.2513445,41.6841532
" Memorial Medical Center (Las Cruces) Program","Memorial Medical Center 2450 S Telshor Boulevard Las Cruces, NM 88011 ","(575) 521-5378
","Continued Accreditation","john.andazola@lpnt.net",-106.7370594,32.2914923
" Memorial Medical Center Program","250 East 1st Street Alamogordo, NM 88310
","(575) 521-5378
","Continued Accreditation without Outcomes","salford@gcrmc.org",-105.9595041,32.8896305
" Mercy Health - Anderson Hospital Program","8000 Five Mile Road Suite 105
Cincinnati, OH 45230
","(859) 466-4676
","Initial Accreditation","wademrankin@yahoo.com",-84.3506579,39.0854566
" Mercy Health Grand Rapids Program","Grand Rapids Family Medicine Residency Program
200 Jefferson SE Jefferson Bldg, Suite 305 Grand Rapids, MI 49503 ","(616) 685-6741
","Continued Accreditation","crispina@mercyhealth.com",-85.6613685,42.958397
" Mercy Health Program","1675 Leahy Street, Suite 315A Muskegon, MI 49442
","(231) 672-2900
","Continued Accreditation","izokaita@gmail.com",-86.241194,43.2216035
" Mercy Health System Program","Mercyhealth Family Medicine Residency 849 Kellogg Avenue
Janesville, WI 53546
","(608) 758-7850
","Continued Accreditation","kpotter@mhemail.org",-89.0292572,42.6493812
" Mercy Health-St Rita's Medical Center Program","770 West High Street Suite 450
Lima, OH 45801
","(419) 509-3019
","Continued Accreditation","lmcasey@mercy.com",-84.116148,40.7418199
" Mercy Hospital (St Louis) Program","Mercy Family Medicine Residency 12680 Olive Blvd
Suite 300
Creve Coeur, MO 63141 ","(314) 251-8950
","Continued Accreditation","FamilyMedResSTLO@mercy.net",-90.4703118,38.6781068
" Mercy Medical Center (Merced) Program","Mercy Medical Center
Family Medicine Residency Program 315 Mercy Avenue, Ste. 301
Merced, CA 95340
","(209) 564-3500
","Continued Accreditation","john.paik-tesch@commonspirit.org",-120.4673508,37.3393596
" Mercy Medical Center (Redding) Program","Mercy Medical Center 2175 Rosaline Avenue
PO Box 496009
Redding, CA 96001
","(530) 225-6090
","Continued Accreditation","duane.bland@commonspirit.org",-122.3952328,40.5719533
" Mercy St Vincent Medical Center/Mercy Health Partners Program","Mercy Health Family Medicine Res Pgm 2200 Jefferson Avenue
Toledo, OH 43604
","(419) 251-1859
","Continued Accreditation","Shabana_Farooq@mercy.com",-83.5500355,41.6582269
" Mercyhealth GME Consortium Program","Mercyhealth Alpine 7702 N. Alpine Road Loves Park, IL 61111 ","(815) 971-3397
","Continued Accreditation without Outcomes","FMResidency@mhemail.org",-89.0295204,42.3360222
" MercyOne North Iowa Medical Center (Mason City) Program","MercyOne Family Medicine Residency 1010 4th Street SW
Suite 340
Mason City, IA 50401 ","(641) 428-7779","Continued Accreditation",NA,-93.2171911,43.1494671
" MercyOne North Iowa Medical Center (Waterloo) Program","MercyOne Northeast Iowa Family Medicine & Residency
2055 Kimball Avenue, Suite 101
Waterloo, IA 50702
","(319) 272-2525","Continued Accreditation",NA,-92.3554609,42.4703318
" Meritus Medical Center Program","11110 Medical Campus Road Suite 200
Hagerstown, MD 21742
","(717) 816-9886
","Continued Accreditation without Outcomes","paul.quesenberry@meritushealth.com",-77.6822705,39.6217792
" Methodist Health System Dallas Program","Methodist Health System Dallas Charlton Methodist Hospital 3500 West Wheatland Road Dallas, TX 75237
","(214) 947-5420
","Continued Accreditation","brettjohnson@mhd.com",-96.8764035,32.6455743
" Methodist Hospital (Houston) Program","424 Hahlo St.
Houston, TX 77020
","(281) 420-8400
","Continued Accreditation","fammedresidency@houstonmethodist.org",-95.3098829,29.7803836
" Michigan State University Program","Michigan State University/MidMichigan Medical Center -Gratiot Family Medicine Residency Program
300 East Warwick Drive Alma, MI 48801
","(989) 466-7413
","Continued Accreditation","arturas.klugas@midmichigan.org",-84.4821719,42.701848
" Middlesex Hospital Program","Middlesex Hospital, FMRP 90 South Main Street Middletown, CT 06457
","(860) 358-6418
","Continued Accreditation","kathleen.tardif@midhosp.org",-72.648715,41.5537869
" MidMichigan Medical Center-Midland Program","MidMichigan Medical Center-Midland Office of Medical Education
4000 Wellness Drive
Midland, MI 486700001
","(989) 839-3320
","Continued Accreditation","fpresidency@midmichigan.org",-84.2608403,43.6355359
" Midwestern University GME Consortium / Canyon Vista Program","5700 E Hwy 90
Sierra Vista, AZ 85635 ","(520) 459-0000
","Continued Accreditation","mkaplan@kaplanfamilycare.com",-110.2300732,31.552791
" Midwestern University GME Consortium / Kingman Program","2202 Stockton Hill Road Suite101
Kingman, AZ 86401
","(928) 263-4828
","Continued Accreditation","gmeinfo@azkrmc.com",-114.0336089,35.2070921
" Midwestern University GME Consortium / Mountain Vista Program","1301 S. Crismon Rd. Mesa, AZ 85209
","(480) 266-1945
","Initial Accreditation with Warning","benjamin.ihms@steward.org",-111.6120874,33.3914626
" MIke O'Callaghan Military Medical Center/Nellis Air Force Base Program","Mike O'Callaghan Federal Medical Center 99 HCOS/SGOF
4700 Las Vegas Boulevard North Nellis AFB, NV 89191
","(702) 653-2095
usaf.nellis.99-mdg.mbx.99-mdos- ","Continued Accreditation","sgof@mail.mil",-115.0497641,36.2457836
" Mission Community Hospital Program","14850 Roscoe Blvd Panorama City, CA 91402 ","(155) 983-6989
","Initial Accreditation","myromd@aol.com",-118.456665,34.2202962
" Mississippi Medical Education and Research Consortium Program","300 South Washington Avenue Greenville, MS 38701
","(662) 725-6266
","Initial Accreditation","erwalker@msmerc.org",-91.0511456,33.4043276
" Montana Family Medicine Residency Program","Montana Family Medicine Residency 123 South 27th Street
Billings, MT 59101
","(406) 651-6525
","Continued Accreditation","mfmr.info@riverstonehealth.org",-108.5012967,45.7798537
" Montefiore Medical Center/Albert Einstein College of Medicine Program","Montefiore Medical Center
Albert Einstein College of Medicine 3544 Jerome Avenue
Bronx, NY 10467
","(718) 920-2815
","Continued Accreditation","ntowolaw@montefiore.org",-73.879897,40.883863
" Morehouse School of Medicine Program","Morehouse School of Medicine 720 Westview Drive, SW Atlanta, GA 30310
","(404) 756-1230
","Continued Accreditation","rkelsey@msm.edu",-84.4119581,33.7427835
" Mount Carmel Health System Program","Mount Carmel Health System 5300 North Meadows Dr Building 2, Suite 5900
Grove City, OH 43123 ","(614) 898-8714
","Continued Accreditation","nicole.statczar@mchs.com",-83.0757322,39.8523548
" Mount Sinai Hospital Medical Center of Chicago / Jackson Park Hospital Program","Jackson Park Hospital
7531 S. Stony Island Avenue Chicago, IL 60649
","(773) 947-7309
","Continued Accreditation with Warning","jphfp@yahoo.com",-87.5848365,41.7577212
" Mount Sinai Hospital Medical Center of Chicago Program","Mount Sinai Hospital
Dept of Family Medicine & Community Health 1501 S. California Avenue
Chicago, IL 60608-1797
","(773) 257-6025
","Continued Accreditation","ihab.aziz@sinai.org",-87.6955494,41.861009
" Mountain Area Health Education Center (Asheville) Program","Mountain Area Health Education Center 123 Hendersonville Road
Asheville, NC 28803
","(828) 258-0670
","Continued Accreditation","fmrp.avl@mahec.net",-82.543355,35.5610795
" Mountain Area Health Education Center (Boone) Program","148 NC 105-Extension
Suite 102
Boone, NC 28607
","(828) 386-9988
","Continued Accreditation without Outcomes","mbenedum@apprhs.org",-81.669246,36.2155887
" Mountain Area Health Education Center Rural Program","Hendersonville Family Medicine Residency 709 N. Justice St., Suite B
Hendersonville, NC 28791
","(288) 696-1234
","Continued Accreditation","GME@MAHEC.net",-82.4700718,35.3190151
" MultiCare Health System (East Pierce) Program","MultiCare Good Samaritan Hospital East Pierce Family Medicine Residency 1322 3rd St SE, Suite 240
Puyallup, WA 98372
","(253) 697-5757
","Continued Accreditation","EPFMResidency@multicare.org",-122.2920811,47.1790023
" MultiCare Health System (Tacoma) Program","Tacoma Family Medicine Residency Program 521 Martin Luther King, Jr Way
Tacoma, WA 98405
","(253) 403-2938
","Continued Accreditation","NNunes@multicare.org",-122.452548,47.2574707
" MultiCare Health System Program","521 Building
521 Martin Luther King Jr Way Tacoma, WA 98405
","(253) 403-2377
","Initial Accreditation","kwatrin@multicare.org",-122.4524839,47.2574568
" Munson Medical Center Program","Munson Medical Center Graduate Medical Education 1400 Medical Campus Drive Traverse City, MI 49684
","(231) 935-8015
","Continued Accreditation","dmaclellan@mhc.net",-85.6490739,44.7590246
" National Capital Consortium (Fort Belvoir Community Hospital) Program","NCC Family Medicine Residency Fort Belvoir Community Hospital 9300 DeWitt Loop
Fort Belvoir, VA 22060 ","(571) 231-0265
dha.belvoir.fbch.mbx.medical- ","Continued Accreditation","students@mail.mil",-77.1431072,38.7057185
" Natividad Medical Center Program","Natividad Medical Center
1441 Constitution Blvd, Bldg 400 - 3rd Floor PO Box 81611
Salinas, CA 93912
","(831) 783-2582
","Continued Accreditation","nmcfmres@natividad.com",-121.6330887,36.6966688
" Naval Hospital (Camp Pendleton) Program","Naval Hospital 200 Mercy Circle
Camp Pendleton, CA 92055 ","(760) 719-3133
","Continued Accreditation","noa.c.hammer.mil@mail.mil",-117.388788,33.2214538
" Naval Hospital (Jacksonville) Program","Naval Hospital
Department of Family Medicine 2080 Child Street
Jacksonville, FL 32214
","(904) 542-7970
","Continued Accreditation","dustin.k.smith16.mil@mail.mil",-81.6838753,30.2084831
" Naval Medical Center Camp Lejeune Program","Naval Medical Center 100 Brewster Boulevard
Camp Lejeune, NC 28547 ","(910) 449-2667
","Continued Accreditation","elizabeth.a.leonard2.mil@mail.mil",-77.3585374,34.722851
" Nebraska Medical Center/Clarkson Regional Health Service Program","Clarkson Family Medicine 1319 Leavenworth Street
Omaha, NE 68102
","(402) 552-2050
","Continued Accreditation","sahoward@nebraskamed.com",-95.9340206,41.2520307
" New Hanover Regional Medical Center Program","New Hanover Regional Medical Center Residency in Family Medicine
2523 Delaney Ave
Wilmington, NC 28403
","(910) 343-1122
","Continued Accreditation","janalynn.beste@nhrmc.org",-77.9186703,34.1958017
" New York Institute of Technology College of Osteopathic Medicine/Nassau University Medical Center Program","2201 Hempstead Turnpike East Meadow, NY 11554 ","(516) 616-8629
","Continued Accreditation","pguiney@numc.edu",-73.5536614,40.7277384
" New York Medical College at St Joseph's Medical Center Program","St Joseph's Medical Center 127 South Broadway
Yonkers, NY 10701
","(914) 378-7586
","Continued Accreditation","stjosfp@saintjosephs.org",-73.8975296,40.9295654
" New York
Presbyterian Hospital (Columbia Campus) Program","New York-Presbyterian Hospital (CU Medical Center)
Family Medicine Residency Program 610 West 158th Street
New York, NY 10032 ","(212) 544-1880
","Continued Accreditation","hlp11@cumc.columbia.edu",-73.9452144,40.8348078
" Niagara Falls Memorial Medical Center Program","621 10th Street
Niagara Falls, NY 14301 ","(716) 574-5800
","Continued Accreditation","jeffrey.burnett@nfmmc.org",-79.0496262,43.0935454
" North Colorado Medical Center Program","North Colorado Medical Center
Family Medicine Residency Training Program 1600 23rd Avenue
Greeley, CO 80634
","(970) 810-2817
","Continued Accreditation","david.smith@bannerhealth.com",-104.7155462,40.413436
" North Colorado Medical Center Sterling Rural Program","North Colorado Family Medicine/Sterling Rural Training Track
1600 23rd Avenue
Greeley, CO 80634
","(970) 810-2817
","Continued Accreditation","melissa.dillon@bannerhealth.com",-104.7155462,40.413436
" North Colorado Medical Center Wray Rural Program","North Colorado Family Medicine (Wray) 1600 23rd Avenue
Greeley, CO 80634
","(970) 810-2817
","Continued Accreditation","david.smith@bannerhealth.com",-104.7155462,40.413436
" North Country HealthCare Program","2920 N. Fourth Street Flagstaff, AZ 86004
","(928) 522-9566
","Continued Accreditation without Outcomes","epaul@nchcaz.org",-111.6126929,35.2168899
" North Mississippi Medical Center (Tupelo) Program","Family Medicine Residency Center 1665 South Green Street
Tupelo, MS 38804
","(662) 377-2261","Continued Accreditation",NA,-88.7117808,34.2338659
" Northeast Georgia Medical Center Program","743 Spring St.
Ste. 710
Gainesville, GA 30501
","(770) 219-8736
","Continued Accreditation without Outcomes","familymedicinecoordinator@nghs.com",-83.8172227,34.3035028
" Northside Hospital - Gwinnett Program","665 Duluth Hwy Suite 501
Lawrenceville, GA 30046
","(678) 312-4071
","Continued Accreditation","nsg_fmresidency@northside.com",-84.0090169,33.9662172
" Novant Health Program","19475 Old Jetton Road Suite 200
Cornelius, NC 28031
","(704) 316-5136
","Continued Accreditation","NHFMRP@novanthealth.org",-80.8920448,35.4790986
" Nuvance Health Program","6511 Spring Brook Avenue Rhinebeck, NY 12572
","(845) 790-1309
","Continued Accreditation without Outcomes","ariana.rowe@nuvancehealth.org",-73.9132023,41.9360279
" Oakland Physicians Medical Center Program","Pontiac General Hospital/OPMC Family Medicine Residency Program 461 West Huron
Pontiac, MI 48341
","(248) 857-6700
","Continued Accreditation","cindi.carver@pontiacgeneral.com",-83.3092325,42.634233
" Ocean Medical Center Program","HMH Ocean Medical Center Graduate Medical Education 1610 Route 88, 3rd Floor
Brick, NJ 08724
","(732) 295-6562
","Continued Accreditation without Outcomes","kelly.usserykronhaus@hmhn.org",-74.1304241,40.0769991
" Ohio State University Hospital Program","The Ohio State University Medical Center Department of Family and Community Medicine
2231 N High Street, Room 205
Columbus, OH 43201
","(614) 293-2651
","Continued Accreditation","miser.6@osu.edu",-83.0102037,40.0078085
" OhioHealth/Doctors Hospital Program","2030 Stringtown Rd
Suite 300
Grove City, OH 43123 ","(614) 544-0101
","Continued Accreditation","alexandra.mckenna@ohiohealth.com",-83.0573639,39.8802889
" OhioHealth/Dublin Methodist Hospital Program","7450 Hospital Drive, Suite 4500
Dublin, OH 43016
","(614) 788-0588
","Continued Accreditation","dublinfamilymedicine@ohiohealth.com",-83.1646714,40.1014309
" OhioHealth/Grant Medical Center Program","Grant Medical Center (OhioHealth) Medical Education Department 111 S. Grant Ave
Columbus, OH 43215
","(614) 566-8270
","Continued Accreditation","gmcmeded@ohiohealth.com",-82.9910889,39.9600025
"
OhioHealth/O'Bleness Hospital Program","26 Hospital Drive, 2nd Floor Athens, OH 45701
","(740) 249-4122
","Initial Accreditation","Charles.Fisher@ohiohealth.com",-82.1128529,39.3283972
"
OhioHealth/Riverside Methodist Hospital Program","Riverside Methodist Hospital Riverside Family Practice Center 697 Thomas Lane
Columbus, OH 43214
","(164) 566-5414
","Continued Accreditation","res_familymed@ohiohealth.com",-83.0358826,40.0321615
" Oklahoma State University Center for Health Sciences (Durant) Program","1800 W University Boulevard Durant, OK 74701
","(580) 924-5500
","Continued Accreditation without Outcomes","Tiffany.Ferguson@MyAllianceHealth.com",-96.3940941,34.0070549
" Oklahoma State University Center for Health Sciences (Lawton) Program","3401 W Gore Boulevard Lawton, OK 73502
","(585) 585-5548","Continued Accreditation",NA,-98.4325953,34.609617
" Oklahoma State University Center for Health Sciences (McAlester) Program","4 Clark Bass Blvd. Suite 300
McAlester, OK 74501
","(918) 421-6795
","Initial Accreditation with Warning","vmeuniot@mrhcok.com",-95.7506499,34.9343012
" Oklahoma State University Center for Health Sciences (Tulsa) Program","1111 W. 17th Street Tulsa, OK 74107
","(918) 561-8395
","Continued Accreditation","ekratz@okstate.edu",-96.005681,36.138031
" OPTI West
(Roseburg) Program","Roseburg Family Medicine Residency 2801 NW Mercy Drive, Suite 340
Roseburg, OR 97471
","(541) 391-2908
","Continued Accreditation without Outcomes","hbeery@umpquachc.org",-123.3702059,43.2388647
" OPTI West/PIH
Health Hospital Downey Program","11500 Brookshire Ave
Downey, CA 90241
","(562) 904-4411
","Initial Accreditation with Warning","mdschneiderdo@gmail.com",-118.1312307,33.9346337
